Annotator,Document ID,SentNum,Sentence
2,wsj_0097.mrg,10,Program trading has taken off in Japan since last year 's introduction of home-market stock-index futures trading on the Tokyo and Osaka stock exchanges .
2,wsj_0097.mrg,14,"`` Maybe it was n't enough , '' a Finance Ministry official noted *T*-1 after the Dec. 7 surge ."
2,wsj_0097.mrg,15,Japan 's regulators have since tightened controls on index-related stock purchases .
2,wsj_0097.mrg,17,"Some U.S. firms , notably Salomon Inc. and Morgan Stanley Group Inc. , have reaped a hefty chunk of their Japanese earnings from index arbitrage , both for customers and for their own accounts ."
2,wsj_0097.mrg,21,"`` It has not been disruptive in the markets here , '' Mr. Maughan said *T*-1 ."
2,wsj_0097.mrg,23,The British also are scrutinizing program trades .
2,wsj_0097.mrg,25,`` We do n't think 0 there is cause for concern at the moment . ''
2,wsj_0097.mrg,26,London serves increasingly as a conduit for program trading of U.S. stocks .
2,wsj_0097.mrg,32,Britain has two main index-arbitrage instruments .
2,wsj_0097.mrg,33,A Financial Times-Stock Exchange 100-share index option contract is traded *-162 on the London Stock Exchange 's Traded Options Market .
2,wsj_0097.mrg,34,And an FT-SE futures contract is traded *-1 on the London International Financial Futures Exchange .
2,wsj_0097.mrg,35,Both contracts have gained a following since the 1987 global market crash .
2,wsj_0104.mrg,0,"Due to an editing error , a letter to the editor in yesterday 's edition from Frederick H. Hallett mistakenly identified the NRDC ."
2,wsj_0087.mrg,0,"Five things 0 you can do *T*-1 for $ 15,000 *U* or less :"
2,wsj_0087.mrg,1,1 . * Buy a new Chevrolet .
2,wsj_0087.mrg,2,2 . * Take a Hawaiian vacation .
2,wsj_0087.mrg,3,3 . * Send your child to a university .
2,wsj_0087.mrg,4,4 . * Buy a diamond necklace .
2,wsj_0087.mrg,5,5 . * Make a lasting difference in the regulatory life of an American savings-and-loan association through the Foster Corporate Parents Plan .
2,wsj_0087.mrg,9,"As a Foster Corporate Parent , you 'll be helping a neighborhood S&L in areas crucial to its survival ."
2,wsj_0087.mrg,12,Performing loans .
2,wsj_0139.mrg,1,"With lipsticks , liners , lotions and creams , There are still beauty plans left 0 * to tackle *T*-1 : But as the years go by , it seems That before I paint , I should spackle ."
2,wsj_0141.mrg,0,"Consumer confidence stayed strong in October , despite the unsettling gyrations of the stock market ."
2,wsj_0141.mrg,4,The index was 116.9 in October 1988 and in the past year has ranged from a low of 112.9 to a high of 120.7 .
2,wsj_0141.mrg,5,It uses a base of 100 in 1985 .
2,wsj_0141.mrg,6,"In October , more people *ICH*-1 said that present business conditions were `` good '' than in September ."
2,wsj_0141.mrg,7,An equal number in each month said that employment conditions were good .
2,wsj_0141.mrg,20,Home purchase plans increased to 3.3 % from 3.1 % in the two recent months .
2,wsj_0141.mrg,22,"In 1989 , home purchase plans have ranged monthly from 2.9 % *RNR*-1 to 3.7 % *RNR*-1 of respondents ."
2,wsj_0090.mrg,1,That has been particularly true this year with many companies raising their payouts more than 10 % .
2,wsj_0090.mrg,4,"That can be a trap for unwary investors , says 0 *T*-1 Richard Bernstein , senior quantitative analyst at Merrill Lynch & Co ."
2,wsj_0090.mrg,13,"Payouts on the S&P 500 stocks rose 10 % in 1988 , according to Standard & Poor 's Corp. , and Wall Street estimates for 1989 growth are generally between 9 % and 14 % *U* ."
2,wsj_0090.mrg,16,"As a result , the market 's dividend yield -- dividends as a percentage of price -- has slid to a level that *T*-232 is fairly low and unenticing by historical standards ."
2,wsj_0090.mrg,18,They are keeping a close watch on the yield on the S&P 500 .
2,wsj_0090.mrg,22,"In fact , `` the market has always tanked ."
2,wsj_0090.mrg,25,The last time 0 the S&P 500 yield dropped below 3 % *T*-1 was in the summer of 1987 .
2,wsj_0090.mrg,29,"Still , some market analysts say 0 the current 3.3 % reading is n't as troublesome as it might have been *?* in years past ."
2,wsj_0090.mrg,32,"So , while stock prices may look fairly high relative to dividends , they are not excessive relative to the underlying corporate strength ."
2,wsj_0090.mrg,35,"That is just a tad below the average of the past 40 years or so , he says 0 *T*-1 ."
2,wsj_0090.mrg,36,What *T*-234 will happen to dividend growth next year ?
2,wsj_0090.mrg,41,Dividend growth on the order of 12 % is expected *-142 by both Mr. Coxon of Cigna and Mr. Einhorn of Goldman Sachs .
2,wsj_0090.mrg,46,"While the S&P tally does n't measure the magnitude of dividend changes , a further slippage in the number of dividend increases could be a harbinger of slower dividend growth next year ."
2,wsj_0153.mrg,1,"The aerospace , automotive supply , electronics and printing-press concern also indicated that the first half of fiscal 1990 could be rough ."
2,wsj_0153.mrg,4,"For fiscal 1989 's fourth quarter , Rockwell 's net income totaled $ 126.1 million *U* , or 50 cents a share ."
2,wsj_0153.mrg,5,"That compares with operating earnings of $ 132.9 million *U* , or 49 cents a share , the year earlier ."
2,wsj_0153.mrg,7,Sales rose 4 % to $ 3.28 billion *U* from $ 3.16 billion *U* .
2,wsj_0153.mrg,9,"Overall , pretax electronics earnings soared 12 % to $ 107.9 million *U* from $ 96.4 million *U* ."
2,wsj_0153.mrg,16,"The company also took hits in the fourth quarters of 1989 and 1988 on a fixed-price weapons-modernization development program -- probably the C-130 gunship , according to analysts ."
2,wsj_0153.mrg,17,"For fiscal 1989 , the company posted net of $ 734.9 million *U* , or $ 2.87 *U* a share , down from $ 811.9 million *U* , or $ 3.04 *U* a share , in fiscal 1988 ."
2,wsj_0153.mrg,18,"* Excluding one-time additions to profit in each year , earnings per share were $ 2.47 *U* , up 7.4 % from $ 2.30 *U* in fiscal 1988 ."
2,wsj_0153.mrg,19,Sales for the year rose 5 % to $ 12.52 billion *U* from $ 11.95 billion *U* in fiscal 1988 .
2,wsj_0059.mrg,7,"Sterling was quoted *-1 at $ 1.5755 *U* , down from $ 1.5805 *U* late Tuesday ."
2,wsj_0059.mrg,8,"In Tokyo Thursday , the U.S. currency opened for trading at 143.93 yen , up from Wednesday 's Tokyo close of 143.08 yen ."
2,wsj_0059.mrg,11,"He cites the recent deal between the Mitsubishi Estate Co. and the Rockefeller Group , as well as the possible white knight role of an undisclosed Japanese company in the Georgia-Pacific Corp. takeover bid for Great Northern Nekoosa Corp. as evidence ."
2,wsj_0059.mrg,21,"On the Commodity Exchange in New York , gold for current delivery settled at $ 374.20 *U* an ounce , down 50 cents ."
2,wsj_0059.mrg,22,Estimated volume was a moderate 3.5 million ounces .
2,wsj_0059.mrg,23,"In early trading in Hong Kong Thursday , gold was quoted *-1 at $ 374.19 *U* an ounce ."
2,wsj_0154.mrg,2,"That package now sells for about $ 2,099 *U* ."
2,wsj_0131.mrg,0,"Odyssey Partners Limited Partnership , an investment firm , completed the purchase of May Department Stores Co. 's Caldor discount chain for $ 500 million *U* plus the assumption of $ 52 million *U* in debt ."
2,wsj_0131.mrg,2,"May Stores , St. Louis , runs such well-known department stores as Lord & Taylor ."
2,wsj_0109.mrg,3,Wall Street reacted favorably to Mr. McGovern 's departure and its implications .
2,wsj_0109.mrg,9,"Campbell 's international businesses , particularly in the U.K. and Italy , appear *-1 to be at the heart of its problems ."
2,wsj_0109.mrg,10,Growth has fallen short of targets and operating earnings are far below results in U.S. units .
2,wsj_0109.mrg,12,"Similarly , Campbell 's Italian biscuit operation , D. Lazzaroni & Co. , has been hurt *-40 by overproduction and distribution problems ."
2,wsj_0109.mrg,14,"However , neither Mr. Baum nor Mr. Harper has much international experience ."
2,wsj_0109.mrg,18,"Mr. McGovern , 63 , had been under intense pressure *ICH*-1 from the board * to boost Campbell 's mediocre performance to the level of other food companies ."
2,wsj_0109.mrg,29,"For fiscal 1989 , Mr. McGovern received a salary of $ 877,663 *U* ."
2,wsj_0093.mrg,0,It was Richard Nixon 's first visit to China in 1972 that *T*-238 set in motion the historic rapprochement between Beijing and Washington .
2,wsj_0093.mrg,3,"The Chinese , in turn , took aim at American `` interference '' in China 's domestic affairs ."
2,wsj_0093.mrg,6,"The tension was evident on Wednesday evening during Mr. Nixon 's final banquet toast , normally an opportunity for * reciting platitudes about eternal friendship ."
2,wsj_0093.mrg,10,The Chinese responded in an equally undiplomatic fashion .
2,wsj_0093.mrg,13,China was the real victim and it *EXP*-1 is unjust * to reprove China for it . ''
2,wsj_0093.mrg,16,"Relations between China and the U.S. have been tense since June 7 , when Chinese dissident Fang Lizhi and his wife , Li Shuxian , took refuge in the U.S. Embassy in Beijing *T*-1 ."
2,wsj_0093.mrg,21,Mr. Nixon was *-1 to leave China today .
3,wsj_0093.mrg,22,"According to an American member of the Nixon party , the former president raised a number of controversial issues in his 20 hours of talks with top-level Chinese officials ."
3,wsj_0093.mrg,23,"These included China 's economic policies , human rights and the question of Mr. Fang ."
3,wsj_0093.mrg,25,China pulled out of the program in July .
3,wsj_0093.mrg,36,The rifles were n't loaded *-1 .
3,wsj_0067.mrg,3,"Currently , both Massachusetts and Connecticut , where most of Bank of New England 's operations are *T*-1 , allow interstate banking only within New England ."
3,wsj_0067.mrg,6,"He added , `` There 's nothing very hot . ''"
3,wsj_0067.mrg,7,Mr. Driscoll did n't elaborate about who the potential partners were *T*-1 or when the talks were held *-94 *T*-2 .
3,wsj_0078.mrg,1,Net income more than tripled to 4.898 billion yen from 1.457 billion yen a year earlier .
3,wsj_0089.mrg,8,"Now , only one local ringer *ICH*-1 remains : 64-year-old Derek Hammond ."
3,wsj_0089.mrg,9,The others here today live elsewhere .
3,wsj_0089.mrg,16,It *EXP*-1 is easy * to see why the ancient art is on the ropes *T*-2 .
3,wsj_0089.mrg,23,"A series of 5,000 or so changes is a `` peal '' and takes about three hours ."
3,wsj_0089.mrg,33,"It is a passion that *T*-227 usually stays in the tower , however ."
3,wsj_0089.mrg,36,This does not sit well with some clerics .
3,wsj_0089.mrg,40,"An entirely new band *ICH*-2 rings today at Great Torrington , several of whom *T*-1 are members of the congregation ."
3,wsj_0089.mrg,41,But there still are n't enough ringers 0 *T*-1 to ring more than six of the eight bells .
3,wsj_0089.mrg,52,Mr. Baldwin is also attacking the greater problem : lack of ringers .
3,wsj_0089.mrg,58,"They are n't accepted *-1 everywhere , however ."
3,wsj_0033.mrg,1,The total marks the sixth consecutive monthly decline .
3,wsj_0033.mrg,3,The announcement follows a sharper $ 2.2 billion *U* decline in the country 's foreign reserves in September to $ 86.12 billion *U* .
3,wsj_0041.mrg,0,"This is the year 0 the negative ad , for years a secondary presence in most political campaigns , became the main event *T*-1 ."
3,wsj_0041.mrg,7,"In 1989 , as often as not , the principal fights in the major campaigns are prompted *-1 by the ads themselves ."
3,wsj_0041.mrg,10,"The screen fills with a small , tight facial shot of David Dinkins , Democratic candidate for mayor of New York City ."
3,wsj_0041.mrg,17,"The screen shows two distorted , unrecognizable photos , presumably of two politicians ."
3,wsj_0041.mrg,20,The other has opposed a ban on cop-killer bullets .
3,wsj_0041.mrg,21,One claims 0 he 's pro-choice .
3,wsj_0041.mrg,24,Who 's *T*-1 telling the truth ?
3,wsj_0041.mrg,30,The campaign has blamed these reporting problems on computer errors .
3,wsj_0041.mrg,33,"Mr. Giuliani 's campaign chairman , Peter Powers , says 0 the Dinkins ad is `` deceptive . ''"
3,wsj_0041.mrg,55,`` * Consider Jim Courter . ''
3,wsj_0041.mrg,58,And the nose on Mr. Courter 's face grows .
3,wsj_0041.mrg,60,"In this one , the screen fills with photographs of both candidates ."
3,wsj_0041.mrg,64,Who *T*-1 's telling the truth ?
3,wsj_0041.mrg,65,"Stephen Salmore , a political scientist at New Jersey 's Eagleton Institute , says 0 it 's another example of an ad that *T*-1 's true but not fully accurate ."
3,wsj_0041.mrg,68,But it 's building on a long tradition .
3,wsj_0136.mrg,2,"In fiscal 1988 , the company earned $ 17.3 million *U* , or $ 1.92 *U* a share , on revenue of $ 352.9 million *U* ."
3,wsj_0136.mrg,3,"Oshkosh Truck attributed the downturn in its earnings to higher start-up costs of its new chassis division , a softer motor-home market and higher administrative costs of compliance with government contractor regulations ."
3,wsj_0051.mrg,7,All the contracts were for computer-system-design contracts and involved no hardware or software .
3,wsj_0051.mrg,12,"The bids , he added 0 *T*-1 , were `` contrary to common sense . ''"
3,wsj_0051.mrg,16,The fire is also fueled *-1 by growing international interest in Japanese behavior .
3,wsj_0051.mrg,18,"But in one of the auctions in question , International Business Machines Corp. made a bid substantially higher than the Fujitsu offer , according to the municipality ."
3,wsj_0051.mrg,19,The low-ball bids touch on issues central to the increasingly tense trade debate .
3,wsj_0051.mrg,32,"`` One yen is not ethical , '' Michio Sasaki , an official at Keidanren , the Japan Federation of Economic Organizations , said *T*-1 ."
3,wsj_0051.mrg,33,"`` Profit may be low , but at least costs should be covered *-1 ."
3,wsj_0084.mrg,0,"Hudson General Corp. 's president and chief executive officer , Alan J. Stearn , resigned ."
3,wsj_0084.mrg,1,"Mr. Stearn , 46 years old , could n't be reached *-120 for comment ."
3,wsj_0084.mrg,4,"Mr. Stearn , who *T*-196 had been with the company more than 20 years and had been president since 1984 , will act as a consultant to Hudson General ."
3,wsj_0084.mrg,5,His duties as chief executive will be assumed *-121 by Chairman Jay B. Langner .
3,wsj_0127.mrg,5,"Reed is paying an interim dividend of 4.6 pence , up 15 % from 4 pence a year earlier ."
3,wsj_0127.mrg,6,Sales fell 20 % to # 722 million *U* .
3,wsj_0166.mrg,2,Last year 's figures include a one-time loss of $ 12 million *U* for restructuring and unusual items .
3,wsj_0166.mrg,5,"Transamerica Corp. , San Francisco , said 0 third-quarter profit was essentially flat despite a large one-time gain a year earlier ."
3,wsj_0166.mrg,7,"The results reflected a 24 % gain in income from its finance businesses , and a 15 % slide in income from insurance operations ."
3,wsj_0129.mrg,3,"Under the so-called Team Taurus approach , Mr. Veraldi and other Ford product planners sought the involvement of parts suppliers , assembly-line workers , auto designers and financial staff members from the initial stages of the development cycle ."
3,wsj_0168.mrg,1,The sale represents 10.2 % of Meridian 's shares outstanding .
3,wsj_0168.mrg,4,The loan may be extended *-1 by the McAlpine group for an additional year with an increase in the conversion price to $ 2.50 *U* a share .
3,wsj_0035.mrg,7,The U.S.S.R. belongs to neither organization .
3,wsj_0035.mrg,8,Moscow has settled pre-1917 debts with other countries in recent years at less than face value .
3,wsj_0024.mrg,1,"Esso Australia Ltd. , a unit of New York-based Exxon Corp. , and Broken Hill Pty. operate the fields in a joint venture ."
3,wsj_0024.mrg,4,The field has reserves of 21 million barrels .
3,wsj_0024.mrg,5,Reserves for the five new fields total 50 million barrels .
3,wsj_0085.mrg,0,"For 10 years , Genie Driskill went to her neighborhood bank because it was convenient ."
3,wsj_0085.mrg,3,"Among other things , it included checking , safe deposit box and credit card -- all for free -- plus a good deal on installment loans ."
3,wsj_0085.mrg,6,She took her business to First Atlanta .
3,wsj_0085.mrg,9,The competitive rates were generally offset *-1 by hefty fees on various services .
3,wsj_0085.mrg,10,But many banks are turning away from strict price competition .
3,wsj_0085.mrg,17,"For some time , banks have been aiming packages at the elderly , the demographic segment with the highest savings ."
3,wsj_0085.mrg,18,Those efforts are being stepped up *-1 .
3,wsj_0085.mrg,23,Banks have tried packaging before .
3,wsj_0085.mrg,36,The competition has cultivated a much savvier consumer .
3,wsj_0085.mrg,43,Packaging has some drawbacks .
3,wsj_0085.mrg,49,"Some banks are already moving in that direction , according to Alvin T. Sale , marketing director at First Union Corp. in Charlotte ."
3,wsj_0085.mrg,51,"Soon , it will split those into 30 ."
3,wsj_0096.mrg,0,"The National Association of Securities Dealers , the self-regulatory organization for the over-the-counter securities markets , disciplined a number of firms and individuals for alleged violations of industry rules ."
3,wsj_0096.mrg,3,"Also , Mr. Vargas was barred *-152 from association with any NASD member ."
3,wsj_0096.mrg,4,"Neither First Securities , of Beverly Hills , nor Mr. Vargas could be reached *-153 for comment ."
3,wsj_0096.mrg,5,A telephone-information operator had no listing for either party .
3,wsj_0096.mrg,7,"Also , Mr. Otero was barred *-154 from association with any NASD member ."
3,wsj_0096.mrg,15,Officials of Triton could n't be reached *-157 for comment .
3,wsj_0096.mrg,16,Mr. Chase did n't return a telephone call to his office .
3,wsj_0096.mrg,17,"Crane & Co. Securities Inc. , of Mount Clemens , Mich. , and its president , Glenn R. Crane , of Sterling Heights , Mich. , consented to a joint fine of $ 10,000 *U* ."
3,wsj_0096.mrg,20,"First Commonwealth Securities Corp. , of New Orleans , and its president , Kenneth J. Canepa , also of New Orleans , consented to a $ 10,000 *U* fine ."
3,wsj_0096.mrg,21,"Also , Mr. Canepa received a two-week suspension `` in a principal capacity . ''"
3,wsj_0096.mrg,24,"Weatherly Securities Corp. , New York , and three of its principals -- Dell Eugene Keehn and William Northy Prater Jr. , both of Mercer Island , Wash. , and Thomas Albert McFall , of Red Bank , N.J . -- consented to a fine of $ 20,000 *U* ."
3,wsj_0096.mrg,29,"The firm and Mr. Whelen allegedly sold securities to the public at unfair prices , among other alleged violations ."
3,wsj_0096.mrg,32,"Shearson Lehman Hutton Inc. , New York , which *T*-251 is 62%-owned *-1 by American Express Co. , consented to a $ 10,000 *U* fine ."
3,wsj_0096.mrg,34,A Shearson spokesman had no comment .
3,wsj_0096.mrg,41,"Victor Stanley Fishman , Longwood , Fla. , fined *-1 $ 25,000 *U* ; William Harold Floyd , Houston , $ 100,000 *U* ; Michael Anthony Houston , Bronx , N.Y. , $ 15,000 *U* ; Amin Jalaalwalikraam , Glenham , N.Y. , $ 60,000 *U* ; Richard F. Knapp , London , $ 10,000 *U* and 30-day suspension ; Deborah Renee Martin , St. Louis , $ 15,000 *U* ; Joseph Francis Muscolina Jr. , Palisades Park , N.J. , $ 15,000 *U* ; Robert C. Najarian , Brooklyn Park , Minn. , $ 15,000 *U* ; Edward Robert Norwick , Nesconset , N.Y. , $ 30,000 *U* ."
3,wsj_0096.mrg,48,`` I never had any clients at all .
3,wsj_0124.mrg,0,"William C. Walbrecher Jr. , an executive at San Francisco-based 1st Nationwide Bank , was named *-1 president *RNR*-2 and chief executive officer *ICH*-2 of Citadel Holding Corp. and its principal operating unit , Fidelity Federal Bank ."
3,wsj_0124.mrg,1,The appointment takes effect Nov. 13 .
3,wsj_0124.mrg,3,Edward L. Kane succeeded Mr. Taylor as chairman .
3,wsj_0124.mrg,4,"Separately , Citadel posted a third-quarter net loss of $ 2.3 million *U* , or 68 cents a share , versus net income of $ 5.3 million *U* , or $ 1.61 *U* a share , a year earlier ."
3,wsj_0124.mrg,7,"In addition , operating results were hit *-1 by an increase in loan and real estate loss reserves ."
3,wsj_0124.mrg,8,"In American Stock Exchange composite trading , Citadel shares closed yesterday at $ 45.75 *U* , down 25 cents ."
3,wsj_0132.mrg,2,"The 32 % state-owned DSM had eight million guilders of extraordinary charges in the latest quarter , mainly * to reflect one-time losses in connection with the disposal of some operations ."
3,wsj_0132.mrg,3,The charges were offset *-1 in part by a gain from the sale of the company 's construction division .
3,wsj_0132.mrg,4,"Last year , DSM had 71 million guilders of extraordinary charges for the restructuring program and other transactions ."
3,wsj_0132.mrg,7,"Sales , however , were little changed *-1 at 2.46 billion guilders , compared with 2.42 billion guilders ."
3,wsj_0185.mrg,2,He increases the board to seven .
3,wsj_0133.mrg,2,Cataracts refer to a clouding of the eye 's natural lens .
3,wsj_0048.mrg,1,The Nasdaq composite index added 1.01 to 456.64 on paltry volume of 118.6 million shares .
3,wsj_0048.mrg,4,"In October , the busiest month of the year so far , daily volume averaged roughly 145 million shares ."
3,wsj_0048.mrg,5,The Nasdaq 100 index of the biggest nonfinancial stocks gained 1.39 to 446.62 .
3,wsj_0048.mrg,9,The two banks merged in 1985 .
3,wsj_0048.mrg,10,Bank of New England 's shares are traded *-1 on the New York Stock Exchange .
3,wsj_0048.mrg,14,"The biggest beneficiary was Northeast Bancorp , which *T*-118 surged 7 3\/4 to 69 ."
3,wsj_0048.mrg,18,"Another OTC bank stock involved * in a buy-out deal , First Constitution Financial , was higher ."
3,wsj_0048.mrg,19,It rose 7\/8 to 18 1\/4 .
3,wsj_0048.mrg,23,"Among other banking issues , Pennview Savings Association leapt more than 44 % with a gain of 6 5\/8 to 21 5\/8 ."
3,wsj_0048.mrg,31,"Also on the takeover front , Jaguar 's ADRs rose 1\/4 to 13 7\/8 on turnover of 4.4 million ."
3,wsj_0048.mrg,35,Rally 's lost 1 3\/4 to 21 3\/4 .
3,wsj_0048.mrg,39,"SCI Systems slipped 7\/8 to 10 on volume of 858,000 shares ."
3,wsj_0048.mrg,41,"In the year-earlier period , SCI had net income of $ 4.8 million *U* , or 23 cents a share , on revenue of $ 225.6 million *U* ."
3,wsj_0081.mrg,4,"In New Brunswick , N.J. , a Johnson & Johnson spokesman declined comment ."
3,wsj_0053.mrg,1,Sales in stores open more than one year rose 3 % to $ 29.3 million *U* from $ 28.4 million *U* .
3,wsj_0054.mrg,2,"Last October , the company also bought a wheel-loader manufacturing plant in Heidelberg , West Germany , from Dresser ."
3,wsj_0119.mrg,12,"Currently , the government charges nothing for such filings ."
3,wsj_0038.mrg,2,"The warrants expire Nov. 30 , 1990 ."
3,wsj_0086.mrg,2,"Currently , ShareData has about 4.1 million common shares outstanding ."
3,wsj_0172.mrg,0,First of America Bank Corp. said 0 it completed its acquisition of Midwest Financial Group Inc. for about $ 250 million *U* .
3,wsj_0172.mrg,6,"But it said that severance payments to those executives not staying with the company will reduce First of America 's operating results for 1989 by $ 3 million *U* to $ 4 million *U* , or 15 cents to 20 cents a share ."
3,wsj_0170.mrg,3,Carnival said 0 it will be an 11 % shareholder in the new company .
3,wsj_0002.mrg,0,"Rudolph Agnew , 55 years old and former chairman of Consolidated Gold Fields PLC , was named *-1 a nonexecutive director of this British industrial conglomerate ."
3,wsj_0022.mrg,2,"That year the Apple II , Commodore Pet and Tandy TRS-80 came to market ."
3,wsj_0022.mrg,5,"But Apple II was a major advance from Apple I , which *T*-1 was built *-33 in a garage by Stephen Wozniak and Steven Jobs for hobbyists such as the Homebrew Computer Club ."
3,wsj_0022.mrg,7,"*-1 Crude as they were *?* , these early PCs triggered explosive product development in desktop models for the home and office ."
3,wsj_0022.mrg,10,Current PCs are more than 50 times faster and have memory capacity 500 times greater than their 1977 counterparts .
3,wsj_0022.mrg,16,"Today , PC shipments annually total some $ 38.3 billion *U* world-wide ."
3,wsj_0061.mrg,0,The Life Insurance Co. of Georgia has officially opened an office in Taipei .
3,wsj_0061.mrg,2,"Life of Georgia is part of the Nationale Nederlanden Group , based * in the Netherlands ."
3,wsj_0149.mrg,2,Such an application for federal antitrust clearance is necessary for any investor that *T*-1 might seek control .
3,wsj_0149.mrg,11,But the exact amount of Reliance 's current holding has n't been formally disclosed *-1 .
3,wsj_0149.mrg,15,"In composite New York Stock Exchange trading , the shares closed at $ 177 *U* , up $ 1.50 *U* ."
3,wsj_0149.mrg,19,Mr. Steinberg is thought *-1 to be on friendly terms with UAL 's Mr. Wolf .
3,wsj_0120.mrg,0,FALL BALLOT ISSUES set a record for off-year elections .
3,wsj_0120.mrg,1,Odd-year elections attract relatively few ballot issues .
3,wsj_0120.mrg,8,"Hot ballot topics are expected *-1 to be abortion , the environment and insurance reform ."
3,wsj_0120.mrg,12,"At Christie 's , a folio of 21 prints from Alfred Stieglitz 's `` Equivalents '' series sold for $ 396,000 *U* , a single-lot record ."
3,wsj_0120.mrg,13,Other works also have been exceeding price estimates .
3,wsj_0120.mrg,16,"`` There is finally some sort of sense in the market , '' she says *T*-1 ."
3,wsj_0120.mrg,24,"But more serious applications are in the wings , and that is where the future growth is expected *-1 *T*-2 ."
3,wsj_0120.mrg,30,"FAMILY PETS are improving recovery rates of patients at Columbia Hospital , Milwaukee ."
3,wsj_0120.mrg,32,TIRED OF * TRIMMING ?
3,wsj_0120.mrg,39,"Tiny Tots Inc. , Campbell , Calif. , says 0 business is up 35 % in the past year ."
3,wsj_0120.mrg,41,"In Syracuse , N.Y. , DyDee Service 's new marketing push stresses environmental awareness ."
3,wsj_0120.mrg,42,Among its new customers : day-care centers that *T*-1 previously spurned the service .
3,wsj_0120.mrg,45,"Diaper shortages this summer limited growth at Stork Diaper Services , Springfield , Mass. , where business is up 25 % in *T*-1"
3,wsj_0037.mrg,1,"Although *-2 set *-1 in Japan , the novel 's texture is almost entirely Western , especially American ."
3,wsj_0037.mrg,11,"A disaffected , hard-drinking , nearly-30 hero sets off for snow country in search of an elusive sheep with a star on its back at the behest of a sinister , erudite mobster with a Stanford degree ."
3,wsj_0037.mrg,16,But he is just one of several youthful writers -- Tokyo 's brat pack -- who *T*-57 are dominating the best-seller charts in Japan .
3,wsj_0037.mrg,19,"As Mr. Whiting describes it , Nipponese baseball is a `` mirror of Japan 's fabled virtues of hard work and harmony . ''"
3,wsj_0037.mrg,20,`` Wa '' is Japanese for `` team spirit '' and Japanese ballplayers have miles and miles of it .
3,wsj_0037.mrg,22,"Polls once named Tokyo Giants star Tatsunori Hara , a `` humble , uncomplaining , obedient soul , '' as the male symbol of Japan ."
3,wsj_0037.mrg,27,It 's the petulant complaint of an impudent American whom Sony hosted *T*-58 for a year while he was on a Luce Fellowship in Tokyo -- to the regret of both parties .
3,wsj_0037.mrg,33,It *EXP*-1 's a shame 0 their meeting never took place .
3,wsj_0037.mrg,34,"Mr. Katzenstein certainly would have learned something , and it *EXP*-1 's even possible 0 Mr. Morita would have *?* too ."
3,wsj_0037.mrg,35,"Ms. Kirkpatrick , the Journal 's deputy editorial features editor , worked in Tokyo for three years ."
3,wsj_0037.mrg,36,More and more corners of the globe are becoming free of tobacco smoke .
3,wsj_0037.mrg,39,"Singapore already bans smoking in all theaters , buses , public elevators , hospitals and fast-food restaurants ."
3,wsj_0037.mrg,41,South Korea has different concerns .
3,wsj_0037.mrg,47,"More than three in five said 0 they are under a great deal of stress most of the time , compared with less than one in two U.S. consumers and one in four in Japan ."
3,wsj_0037.mrg,50,A major concern about the current plan is whether the new center can be built *-62 in such a short time .
3,wsj_0037.mrg,58,The Polish government increased home electricity charges by 150 % and doubled gas prices .
3,wsj_0004.mrg,3,"Average maturity of the funds ' investments lengthened by a day to 41 days , the longest since early August , according to Donoghue 's ."
3,wsj_0004.mrg,7,"Nevertheless , said *T*-1 Brenda Malizia Negus , editor of Money Fund Report , yields `` may blip up again before they blip down '' because of recent rises in short-term interest rates ."
3,wsj_0004.mrg,10,"Assets of the 400 taxable funds grew by $ 1.5 billion *U* during the latest week , to $ 352.7 billion *U* ."
3,wsj_0004.mrg,12,The top money funds are currently yielding well over 9 % .
3,wsj_0004.mrg,13,"Dreyfus World-Wide Dollar , the top-yielding fund , had a seven-day compound yield of 9.37 % during the latest week , down from 9.45 % a week earlier ."
3,wsj_0183.mrg,2,The law defines unfairly low prices as ones below the cost of production or below prices in an exporter 's home market .
3,wsj_0183.mrg,5,"Imports of manmade-fiber sweaters in 1988 totaled about $ 405 million *U* from Taiwan , $ 400 million *U* from South Korea and $ 125 million *U* from Hong Kong , according to the ITC ."
3,wsj_0183.mrg,7,These imports totaled about $ 17 million *U* last year .
3,wsj_0063.mrg,4,"In August , Temple sweetened the offer to $ 63 *U* a share , or $ 963 million *U* ."
3,wsj_0063.mrg,8,We are able *-2 to increase our price above the $ 70 *U* level if necessary .
3,wsj_0063.mrg,17,Mr. Sherwood said 0 reaction to Sea Containers ' proposal has been `` very positive . ''
3,wsj_0063.mrg,18,"In New York Stock Exchange composite trading yesterday , Sea Containers closed at $ 62.625 *U* , up 62.5 cents ."
3,wsj_0146.mrg,4,"As chairman of the House Energy and Commerce Committee , Mr. Dingell has almost single-handed control over clean-air legislation ."
3,wsj_0146.mrg,13,"It *EXP*-1 is n't clear , however , whether support for the proposal will be broad enough * to pose a serious challenge to the White House 's acid-rain plan ."
3,wsj_0156.mrg,3,Younkers rang up sales *ICH*-1 in 1988 of $ 313 million *U* .
3,wsj_0156.mrg,4,It operates stores mostly in Iowa and Nebraska .
3,wsj_0088.mrg,5,"With the limit in effect , members would be able *-1 to execute trades at the limit price or at higher prices , but not below it ."
3,wsj_0088.mrg,14,A final modification *ICH*-1 was made *-130 to the five-point opening limit for the contract .
